Season,Player,Position,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Overall Pick,Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award
2024,Ruke Orhorhoro,DL,Clemson,ACC,76,294,9.375,34,79.5,4.89,32,29,116,8.21,4.68,35,1,1764,13.892,72.489,48.101,90.04,37.087,5.4116,1,0
2024,Ryan Cooper,CB,Oregon St.,Pac-12,71.25,184,8.75,30.5,71.625,4.44,37,15,126,6.94,4.36,300,0,1722,13.996,79.392,79.074,67.781,54.727,0,0,0
2024,Ryan Flournoy,WR,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132,6.85,4.12,216,1,1689,10.257,67.367,64.253,63.204,55.565,3.7612,0,0
2024,Dylan McMahon,C,North Carolina St.,ACC,75.375,299,9.375,31.75,75.125,5.1,33,29,115,7.26,4.33,190,1,1660,6.943,65.952,47.142,75.741,57.991,4.2341,0,0
2024,Easton Gibbs,LB,Wyoming,Mountain West,72.375,232,9.25,30.375,72.5,4.73,31.5,18,109,7.28,3.83,300,1,1494,-2.253,52.814,49.133,53.897,53.403,0,0,0
2024,Edefuan Ulofoshio,LB,Washington,Pac-12,72.5,236,9.25,32.875,79.625,4.56,39.5,18,128,7.32,5.27,160,1,1879,17.544,82.666,86.101,64.802,60.593,4.5951,0,0
2024,Drake Maye,QB,North Carolina,ACC,76.375,223,9.125,32.25,76.125,4.83,32.5,17,116,6.61,4.17,3,0,1569,10.237,64.036,77.006,45.498,43.228,5.5452,0,0
2024,Drake Nugent,C,Michigan,Big Ten,73.5,298,9,33,78.25,5.23,29.5,25,101,7.33,4.5,300,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,0
2024,Dwight McGlothern,CB,Arkansas,SEC,73.625,185,8.625,30.5,74.875,4.47,32,15,115,6.94,4.86,300,1,1431,2.225,47.846,34.458,61.741,53.372,0,0,0
2024,Dominick Puni,IOL,Kansas,Big 12,77.125,313,10.125,33.375,81.125,5.35,30,27,107,7.47,4.4,86,1,1679,9.088,72.867,82.476,54.769,44.984,5.1533,0,0
2024,Dominique Hampton,S,Washington,Pac-12,74.375,215,10,33.25,79.875,4.51,39,16,122,6.83,4.14,161,1,1879,17.544,82.666,86.101,64.802,60.593,4.585,0,0
2024,Jaylan Ford,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121,7.44,4.44,175,1,2025,23.196,86.583,76.615,83.977,60.972,4.4308,1,0
2024,Jaylen Harrell,EDGE,Michigan,Big Ten,75.75,250,9.75,33.25,81.125,4.68,37,23,118,7.33,4.64,252,1,2210,27.625,94.395,88.226,91.352,54.858,1.9459,0,0
2024,Jaylen Key,S,Alabama,SEC,72.75,208,9.625,32.25,78.5,4.6,36.5,19,130,6.92,4.54,257,1,2032,24.925,84.968,76.211,80.844,61.941,0.6931,0,0
2024,Javon Solomon,EDGE,Troy,Sun Belt,72.875,246,10.75,33.875,80.25,4.72,37,23,119,7.41,4.7,168,1,1736,5.742,65.342,50.585,73.525,51.212,4.5109,0,0
2024,Javontae Jean-Baptiste,EDGE,Notre Dame,FBS Independent,76.625,239,10,33.75,80.5,4.66,34.5,23,127,7.58,4.66,222,1,2077,20.776,83.947,78.304,77.941,57.082,3.6109,1,0
2024,Jawhar Jordan,RB,Louisville,ACC,69.5,193,8.5,30.125,71,4.56,34.5,22,121,6.65,4.22,205,1,1688,11.36,72.759,63.856,75.697,45.123,3.989,0,0
2024,Edgerrin Cooper,LB,Texas A&M,SEC,74.125,230,9.75,34,80.25,4.51,34.5,18,118,7.21,4.52,45,1,1772,15.36,75.057,65.814,76.34,50.751,5.366,0,0
2024,Dylan Laube,RB,New Hampshire,CAA,69.875,206,9.25,29.375,71.125,4.54,37,23,118,6.84,4.02,208,1,1756,11.783,70.429,67.691,65.649,48.327,3.9318,0,0
2024,Caedan Wallace,OT,Penn St.,Big Ten,76.875,314,10.75,34,82.625,5.15,31,30,116,7.92,4.64,68,1,2000,25.618,85.731,66.931,89.424,64.921,5.2523,1,0
2024,Caelen Carson,CB,Wake Forest,ACC,71.875,199,8.25,31.375,75.625,4.51,38.5,15,126,6.94,4,174,0,1397,-1.563,44.613,38.193,52.655,52.027,4.4427,0,0
2024,Caleb Williams,QB,USC,Pac-12,73.125,214,9.75,32,75.875,4.78,32,18,111,7.14,4.3,1,0,1723,13.091,69.753,82.697,42.068,66.367,5.553,0,0
2024,Calen Bullock,S,USC,Pac-12,74,188,9,32.5,78.125,4.48,38,10,125,7.13,5.51,78,1,1723,13.091,69.753,82.697,42.068,66.367,5.1985,0,0
2024,Byron Murphy II,DL,Texas,Big 12,72.5,297,10.25,32.375,77.125,4.87,33,28,111,8.26,4.66,16,1,2025,23.196,86.583,76.615,83.977,60.972,5.4931,1,1
2024,C.J. Hanson,IOL,Holy Cross,Patriot League,77,300,9.375,32.375,78.375,5,33.5,27,115,7.55,4.45,248,1,1769,12.25,68.878,67.253,62.758,55.279,2.3979,0,0
2024,Jaylon Carlies,S,Missouri,SEC,74.75,227,10,34.25,80.625,4.5,32.5,20,125,6.73,3.66,151,1,1866,15.277,78.168,79.322,67.958,47.09,4.6821,0,0
2024,Jayden Daniels,QB,LSU,SEC,75.25,210,9.375,32.5,78.5,4.75,32,17,109,7.47,4.34,2,0,1985,20.874,81.345,97.503,37.119,37.895,5.5491,0,1
2024,Jaylin Simpson,S,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133,7.22,5.94,164,1,1585,8.916,67.536,49.076,72.965,65.063,4.5539,0,0
2024,Rasheen Ali,RB,Marshall,Sun Belt,71.25,206,8.625,31.25,74.75,4.51,35,22,122,6.82,4.23,165,0,1360,-5.714,38.251,30.019,54.825,40.227,4.5433,0,0
2024,Quinyon Mitchell,CB,Toledo,MAC,72.125,195,9.25,31,75.75,4.33,38,20,122,6.94,4.51,22,1,1539,0.536,55.948,55.53,55.571,45.716,5.4681,0,0
2024,Patrick Paul,OT,Houston,Big 12,79.5,331,9.375,36.25,86.25,5.13,29,28,108,7.65,4.58,55,1,1421,-2.113,42.491,51.077,36.881,53.212,5.3181,0,0
2024,Payton Wilson,LB,North Carolina St.,ACC,75.875,233,9,30.5,75.75,4.43,34.5,18,119,7.29,4.43,98,1,1660,6.943,65.952,47.142,75.741,57.991,5.0814,0,1
2024,Prince Pines,IOL,Tulane,AAC,76.5,322,9.125,32.875,80.5,5.34,30,28,105,7.82,4.74,300,1,1598,3.05,60.759,46.835,66.943,59.144,0,0,0
2024,Patrick McMorris,S,California,Pac-12,72.125,207,9.75,31.875,77.125,4.56,31,14,112,6.95,4.7,198,1,1475,4.077,55.737,47.929,63.028,43.913,4.1109,0,0
2024,Cade Stover,TE,Ohio St.,Big Ten,75.875,247,9.75,32.75,77.25,4.65,34.5,28,117,7.07,4.45,123,1,2065,27.485,89.569,83.397,86.658,44.2,4.9127,1,0
2024,Justin Rogers,DL,Auburn,SEC,74.5,330,10.125,33,79,5.3,24.5,21,99,7.47,4.87,244,1,1585,8.916,67.536,49.076,72.965,65.063,2.7081,0,0
2024,Joshua Karty,K,Stanford,Pac-12,73.875,207,9.125,31.5,76.375,4.5,37,17,124,6.93,4.22,209,0,1180,-9.769,32.24,38.784,28.157,64.11,3.912,0,0
2024,Christian Roland-Wallace,CB,USC,Pac-12,71.5,201,9,32.5,77,4.52,38.5,17,126,6.94,3.99,300,1,1723,13.091,69.753,82.697,42.068,66.367,0,0,0
2024,Chau Smith-Wade,CB,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125,7.05,4.32,157,1,1546,3.221,62.169,54.667,62.054,59.872,4.625,0,0
2024,Chop Robinson,EDGE,Penn St.,Big Ten,74.875,254,9.125,32.5,76.25,4.48,34.5,23,128,7.3,4.25,21,1,2000,25.618,85.731,66.931,89.424,64.921,5.4723,1,1
2024,Chris Braswell,EDGE,Alabama,SEC,75.375,251,9.375,33.25,81.375,4.6,33.5,23,115,7.33,4.81,57,1,2032,24.925,84.968,76.211,80.844,61.941,5.3083,0,0
2024,Christian Haynes,IOL,Connecticut,FBS Independent,74.75,317,9,33.5,79.75,5.03,33,28,102,7.9,4.71,81,1,1096,-15.874,25.161,23.464,35.941,48.435,5.1818,0,0
2024,Myles Cole,EDGE,Texas Tech,Big 12,78,278,9.875,36.875,86.25,4.67,35,21,120,7.56,4.75,236,1,1562,6.237,62.556,51.102,66.311,59.243,3.1355,0,0
2024,John Dixon,CB,Penn St.,Big Ten,70.75,188,8.625,29.5,72,4.46,37.5,15,126,6.94,4.17,300,0,2000,25.618,85.731,66.931,89.424,64.921,0,1,0
2024,Johnny Wilson,WR,Florida St.,ACC,78.375,231,10,35.375,84.5,4.52,37,14,128,6.82,4.11,185,1,1789,19.915,83.68,70.051,84.429,58.266,4.3041,0,0
2024,Jonah Elliss,EDGE,Utah,Pac-12,74.125,248,10.5,33,79.25,4.66,35,23,122,7.39,4.61,76,0,1684,10.768,65.114,50.684,74.826,48.257,5.2095,0,0
2024,Jha'Quan Jackson,WR,Tulane,AAC,69.125,188,8.875,30.875,74.875,4.42,32,12,118,6.9,4.2,182,1,1598,3.05,60.759,46.835,66.943,59.144,4.3438,0,0
2024,Joe Alt,OT,Notre Dame,FBS Independent,80.625,321,10,34.25,82.75,5.05,28,27,112,7.31,4.51,5,1,2077,20.776,83.947,78.304,77.941,57.082,5.5373,1,1
2024,Joe Milton,QB,Tennessee,SEC,77.125,235,10.25,33.375,80,5.06,35,18,121,5.72,4.06,193,1,1877,14.091,72.034,66.494,68.45,54.522,4.1897,1,0
2024,Junior Colson,LB,Michigan,Big Ten,74.25,238,9.375,32.5,77.5,4.62,34.5,18,119,7.4,4.38,69,0,2210,27.625,94.395,88.226,91.352,54.858,5.247,0,0
2024,Justin Eboigbe,DL,Alabama,SEC,76.375,297,9.75,33.375,80.75,5.18,28,27,109,7.5,4.75,105,1,2032,24.925,84.968,76.211,80.844,61.941,5.037,0,0
2024,Carlton Johnson,CB,Fresno St.,Mountain West,70.625,173,8,30.375,73.125,4.39,36,15,125,6.95,4.59,300,0,1588,-3.493,44.961,49.616,40.035,58.199,0,0,0
2024,Cam Hart,CB,Notre Dame,FBS Independent,75,202,9.375,33,78.875,4.5,39.5,11,130,7.12,4.24,140,1,2077,20.776,83.947,78.304,77.941,57.082,4.7791,1,0
2024,Cam Little,K,Arkansas,SEC,73,172,9.25,30.5,73.625,4.29,39,13,130,6.69,4.06,212,0,1431,2.225,47.846,34.458,61.741,53.372,3.8501,0,0
2024,Jordan Jefferson,DL,LSU,SEC,74.75,313,9.875,33.125,79.25,5,31,34,104,8.21,5.13,116,1,1985,20.874,81.345,97.503,37.119,37.895,4.9628,0,0
2024,Jordan Magee,LB,Temple,AAC,73.375,228,8.75,32,76,4.55,35.5,18,124,7.13,5.06,139,1,1017,-19.353,17.077,30.798,16.718,42.309,4.7875,0,0
2024,Jordan Morgan,OT,Arizona,Pac-12,77,311,10.875,32.875,81.375,5.04,28,27,110,8.02,4.72,25,1,1822,11.44,73.172,77.614,56.651,58.122,5.4553,0,0
2024,Jonathon Brooks,RB,Texas,Big 12,72.375,216,9.25,31.5,75.875,4.53,36,22,123,6.95,4.25,46,0,2025,23.196,86.583,76.615,83.977,60.972,5.3613,1,1
2024,Jontrey Hunter,LB,Georgia St.,Sun Belt,73.875,236,9,31.75,76.875,4.66,32,18,111,7.38,3.81,300,1,1375,-8.616,40.191,48.127,34.152,58.17,0,0,0
2024,Nick Samac,C,Michigan St.,Big Ten,76,307,9.75,32.75,79,5.17,31.5,27,107,7.41,4.29,228,0,1338,-3.512,38.745,32.821,44.666,62.478,3.434,0,0
2024,Nicholas Gargiulo,C,South Carolina,SEC,77.375,318,10.375,33.875,82.25,5.25,32.5,26,101,7.33,3.97,256,1,1594,6.054,55.105,53.866,54.724,48.937,1.0986,0,0
2024,Nathaniel Watson,LB,Mississippi St.,SEC,74.25,233,9.875,32.875,81,4.63,31,18,111,7.31,3.85,206,1,1421,0.859,45.573,31.326,62.302,47.192,3.9703,0,0
2024,Nehemiah Pritchett,CB,Auburn,SEC,72.125,190,8.375,31.625,75,4.36,34.5,15,123,6.94,4.41,136,1,1585,8.916,67.536,49.076,72.965,65.063,4.8122,0,0
2024,Nelson Ceaser,EDGE,Houston,Big 12,74.75,254,10.25,33.625,79.625,4.67,31,22,121,7.3,4.57,300,1,1421,-2.113,42.491,51.077,36.881,53.212,0,0,0
2024,Charles Turner,C,LSU,SEC,75.625,303,9.375,34,83.25,5.13,31,27,109,7.88,4.62,300,1,1985,20.874,81.345,97.503,37.119,37.895,0,0,0
2024,Cedric Gray,LB,North Carolina,ACC,73.5,234,9,32.5,78.375,4.64,35.5,17,120,7.31,4.71,106,1,1569,10.237,64.036,77.006,45.498,43.228,5.0304,0,0
2024,Cedric Johnson,EDGE,Mississippi,SEC,75,260,9.875,33.5,79.375,4.63,38,25,122,7.15,4.27,214,1,1737,15.302,75.391,76.693,64.536,49.591,3.8067,0,0
2024,Dillon Johnson,RB,Washington,Pac-12,71.625,217,9.375,30,72.625,4.68,31.5,22,117,7.06,4.25,300,1,1879,17.544,82.666,86.101,64.802,60.593,0,0,0
2024,Devaughn Vele,WR,Utah,Pac-12,76,203,9.75,33.5,79.125,4.47,36,13,126,6.86,4.14,235,1,1684,10.768,65.114,50.684,74.826,48.257,3.1781,0,0
2024,Devin Culp,TE,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35,28,121,6.99,4.39,246,1,1879,17.544,82.666,86.101,64.802,60.593,2.5649,0,0
2024,Decamerion Richardson,CB,Mississippi St.,SEC,74.25,188,8.875,32.375,77.875,4.34,35,15,128,6.94,4.71,112,1,1421,0.859,45.573,31.326,62.302,47.192,4.9904,0,0
2024,Delmar Glaze,OT,Maryland,Big Ten,76.125,315,10.25,34.875,82.75,5.21,25.5,27,104,8.26,4.74,77,1,1695,8.085,66.299,64.78,61.709,49.654,5.204,0,0
2024,Demani Richardson,S,Texas A&M,SEC,72.5,210,9.875,32,77.125,4.6,31,15,116,6.92,4.55,300,1,1772,15.36,75.057,65.814,76.34,50.751,0,0,0
2024,DeWayne Carter,DL,Duke,ACC,74.375,302,10.25,33,79.125,4.99,32,27,109,7.95,4.75,95,1,1654,8.778,68.7,63.774,63.667,60.347,5.0999,0,0
2024,Matthew Goncalves,OT,Pittsburgh,ACC,78.25,327,9,33.25,81.25,5.19,29,29,108,7.78,4.61,79,0,1404,-0.369,43.622,32.282,60.013,38.896,5.193,0,0
2024,Julian Pearl,OT,Illinois,Big Ten,78,312,10.25,35.125,85.625,5.09,31,27,111,7.83,4.73,300,0,1504,0.543,45.217,52.138,44.335,38.615,0,0,0
2024,Josh Newton,CB,TCU,Big 12,70.625,190,9.25,31.125,74.25,4.51,34,15,124,6.94,4.15,149,1,1631,9.511,59.244,64.411,51.426,45.245,4.7005,0,0
2024,Josh Proctor,S,Ohio St.,Big Ten,73.5,199,8.75,32,78,4.55,32.5,13,121,7.03,5.07,300,1,2065,27.485,89.569,83.397,86.658,44.2,0,1,0
2024,Josh Wallace,CB,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120,6.94,4.35,300,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,0
2024,Jordan Travis,QB,Florida St.,ACC,73.125,200,9,31.375,76,4.67,32,16,104,8.25,4.44,171,0,1789,19.915,83.68,70.051,84.429,58.266,4.4773,0,0
2024,Jordan Whittington,WR,Texas,Big 12,72.625,205,10,30.375,73.625,4.45,40,18,128,6.85,4.12,213,1,2025,23.196,86.583,76.615,83.977,60.972,3.8286,1,0
2024,Devin Leary,QB,Kentucky,SEC,73.25,215,9.5,30.875,74.375,4.78,32,18,112,7.07,4.29,218,0,1641,7.33,63.962,60.477,61.626,52.112,3.7136,0,0
2024,Devontez Walker,WR,North Carolina,ACC,73.5,193,9.125,33.25,79.125,4.36,40.5,18,134,6.86,4.15,113,1,1569,10.237,64.036,77.006,45.498,43.228,4.9836,0,0
2024,Millard Bradford,S,TCU,Big 12,70.5,191,9,31.25,72.5,4.42,38.5,15,124,7.1,5.37,300,1,1631,9.511,59.244,64.411,51.426,45.245,0,0,0
2024,Michael Barrett,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78,4.62,34.5,18,119,7.26,4.63,240,0,2210,27.625,94.395,88.226,91.352,54.858,2.9444,0,0
2024,Michael Hall Jr.,DL,Ohio St.,Big Ten,74.75,290,10,33.5,81.125,4.97,31,27,111,7.65,4.61,54,0,2065,27.485,89.569,83.397,86.658,44.2,5.323,1,0
2024,Michael Penix Jr.,QB,Washington,Pac-12,74.25,216,10.5,33.625,81,4.79,32.5,17,112,7.04,4.26,8,0,1879,17.544,82.666,86.101,64.802,60.593,5.5255,0,1
2024,Michael Pratt,QB,Tulane,AAC,74.5,217,9.25,30.75,77,4.7,36,14,114,7.2,4.23,245,1,1598,3.05,60.759,46.835,66.943,59.144,2.6391,0,0
2024,Olakitan Oladapo,S,Oregon St.,Pac-12,74,216,9.25,32.375,79.25,4.58,36,15,117,6.83,4.15,169,1,1722,13.996,79.392,79.074,67.781,54.727,4.4998,0,0
2024,Olumuyiwa Fashanu,OT,Penn St.,Big Ten,78,312,8.5,34,82.625,5.11,32,27,109,7.85,4.76,11,1,2000,25.618,85.731,66.931,89.424,64.921,5.5134,1,1
2024,Josiah Ezirim,OT,Eastern Kentucky,UAC,77.75,329,10.75,35.75,85.125,5.21,29,29,108,7.86,4.59,239,0,1739,10.583,67.086,65.694,61.574,51.081,2.9957,0,0
2024,Myles Harden,CB,South Dakota,MVFC,70.875,195,9.375,29.875,74,4.5,35.5,13,118,6.88,3.98,227,1,1729,10.639,66.998,59.904,66.911,53.148,3.4657,0,0
2024,Myles Murphy,DL,North Carolina,ACC,76.125,309,9.75,33.875,79,5.2,28.5,27,106,7.64,4.81,300,1,1569,10.237,64.036,77.006,45.498,43.228,0,0,0
2024,Nate Wiggins,CB,Clemson,ACC,73.375,173,9,30.5,74.25,4.28,36,15,127,6.95,5.01,30,1,1764,13.892,72.489,48.101,90.04,37.087,5.4337,1,1
2024,Nathan Thomas,OT,Louisiana,Sun Belt,77,332,10.75,33.75,83,5.19,25,30,107,8.01,4.54,233,1,1494,-5.369,44.581,53.233,37.14,55.141,3.2581,0,0
2024,Miyan Williams,RB,Ohio St.,Big Ten,68.5,229,9,28.625,69.625,4.56,36,22,119,7.25,4.26,300,0,2065,27.485,89.569,83.397,86.658,44.2,0,1,0
2024,Mohamed Kamara,EDGE,Colorado St.,Mountain West,73.375,248,8.625,32.375,78.5,4.57,34.5,23,123,7.4,4.57,158,1,1276,-11.774,30.563,28.491,37.664,56.051,4.6151,0,0
2024,Michael Wiley,RB,Arizona,Pac-12,70.5,210,9.25,30,74.125,4.51,33.5,22,119,6.93,4.43,300,1,1822,11.44,73.172,77.614,56.651,58.122,0,0,0
2024,Mike Sainristil,CB,Michigan,Big Ten,69.375,182,8.5,30.875,74.5,4.47,40,14,131,6.99,4.01,50,1,2210,27.625,94.395,88.226,91.352,54.858,5.3423,0,0
2024,Kamal Hadden,CB,Tennessee,SEC,73,196,8.5,30.875,74.125,4.49,38,15,126,6.94,4.25,211,0,1877,14.091,72.034,66.494,68.45,54.522,3.8712,1,0
2024,Kamari Lassiter,CB,Georgia,SEC,71.5,186,8.875,30.875,73.75,4.52,37,15,126,6.62,4.12,42,1,2273,24.777,87.417,88.149,74.455,48.128,5.3799,1,0
2024,Kamren Kinchens,S,Miami,ACC,71.25,203,9.75,31.25,75,4.65,35,13,110,6.98,4.83,99,1,1580,11.169,68.436,66.666,63.176,51.762,5.0752,0,1
2024,Karsen Barnhart,IOL,Michigan,Big Ten,76.5,306,9.875,33.375,81.25,5.21,29.5,27,111,7.83,4.7,300,1,2210,27.625,94.395,88.226,91.352,54.858,0,0,0
2024,Kaitori Leveston,IOL,Kansas St.,Big 12,75.875,326,9.875,34.375,82.75,5.38,27.5,30,108,7.75,4.89,254,1,1942,18.789,79.849,77.7,71.656,49.809,1.6094,0,0
2024,Kalen DeLoach,LB,Florida St.,ACC,71.5,210,8.625,31.5,74.875,4.47,30.5,18,119,6.68,5.14,300,1,1789,19.915,83.68,70.051,84.429,58.266,0,0,0
2024,Kalen King,CB,Penn St.,Big Ten,71.25,191,8.75,30.875,74.25,4.61,37,15,122,6.94,4.16,255,1,2000,25.618,85.731,66.931,89.424,64.921,1.3863,1,0
2024,Laiatu Latu,EDGE,UCLA,Pac-12,76.75,259,9.625,32.625,78.25,4.64,32,23,116,7.19,4.61,15,1,1602,7.056,61.585,41.29,82.53,24.638,5.4972,0,1
2024,Christian Mahogany,IOL,Boston Col.,ACC,75.375,314,10.5,33.5,81.625,5.13,32.5,29,109,7.81,4.53,210,1,1345,-5.102,38.527,51.282,29.636,49.017,3.8918,0,0
2024,Deantre Prince,CB,Mississippi,SEC,72,183,8.5,30.75,73.75,4.38,34.5,15,125,6.94,4.55,153,1,1737,15.302,75.391,76.693,64.536,49.591,4.6634,0,0
2024,Kendall Milton,RB,Georgia,SEC,73.5,225,9.625,31.75,77.5,4.62,35.5,18,124,7.11,4.38,300,1,2273,24.777,87.417,88.149,74.455,48.128,0,1,0
2024,Keon Coleman,WR,Florida St.,ACC,75.25,213,9.375,32.125,78.125,4.61,38,15,127,6.84,4.1,33,1,1789,19.915,83.68,70.051,84.429,58.266,5.4205,0,1
2024,Keaton Bills,IOL,Utah,Pac-12,76.5,321,10,32.5,79.5,5.38,29.5,27,101,7.95,4.9,300,1,1684,10.768,65.114,50.684,74.826,48.257,0,0,0
2024,Kedon Slovis,QB,BYU,Big 12,74.5,223,9.875,31.125,74.375,4.55,30,16,118,6.57,4.15,300,1,1364,-1.805,52.478,36.286,62.31,60.603,0,0,0
2024,Keilan Robinson,RB,Texas,Big 12,68.375,191,9.625,30.625,74.375,4.42,33,22,125,6.61,4.22,167,1,2025,23.196,86.583,76.615,83.977,60.972,4.5218,1,0
2024,Keith Randolph,DL,Illinois,Big Ten,75.5,296,9.875,32.75,80.25,5.15,28.5,27,105,7.19,4.73,300,1,1504,0.543,45.217,52.138,44.335,38.615,0,0,0
2024,Marlon Devonshire,CB,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124,7.12,4.35,229,1,1404,-0.369,43.622,32.282,60.013,38.896,3.4012,0,0
2024,Marques Tampa,CB,Iowa St.,Big 12,72.875,189,9.625,32.125,78.5,4.46,37.5,15,126,6.94,4.44,130,0,1669,8.877,69.507,61.932,67.525,57.506,4.8598,0,0
2024,Cooper Beebe,IOL,Kansas St.,Big 12,75.25,322,9.25,31.5,78.125,5.03,27.5,31,109,7.44,4.61,73,1,1942,18.789,79.849,77.7,71.656,49.809,5.2257,0,0
2024,Cooper DeJean,CB,Iowa,Big Ten,72.5,203,9.625,31.125,74.875,4.53,38.5,15,126,6.94,3.98,40,0,1575,6.086,61.244,18.216,86.165,61.239,5.3891,0,1
2024,Cornelius Johnson,WR,Michigan,Big Ten,74.75,212,8.625,31.875,77.25,4.44,37.5,15,127,6.85,4.1,253,1,2210,27.625,94.395,88.226,91.352,54.858,1.7918,0,0
2024,Cody Schrader,RB,Missouri,SEC,68.5,202,9.125,28.125,68.625,4.61,33,22,118,6.84,4.23,300,1,1866,15.277,78.168,79.322,67.958,47.09,0,0,1
2024,Cole Bishop,S,Utah,Pac-12,74,206,9.5,29.75,73,4.45,39,15,124,6.93,4.59,60,1,1684,10.768,65.114,50.684,74.826,48.257,5.2933,0,0
2024,Christian Jones,OT,Texas,Big 12,77.25,305,10.625,34.5,83.625,5.04,32,30,112,8.09,4.78,162,1,2025,23.196,86.583,76.615,83.977,60.972,4.5747,1,0
2024,Matthew Jones,IOL,Ohio St.,Big Ten,75.5,316,9,32.625,80.5,5.21,28,27,103,8.19,4.74,300,1,2065,27.485,89.569,83.397,86.658,44.2,0,1,0
2024,Max Melton,CB,Rutgers,Big Ten,71,187,9.125,32.125,76.625,4.39,40.5,15,136,6.95,4.08,43,1,1441,2.552,53.752,43.039,59.273,62.059,5.3753,0,0
2024,Marshawn Kneeland,EDGE,Western Michigan,MAC,75,267,9.125,34.5,83.375,4.75,35.5,21,119,7.02,4.18,56,1,1223,-13.543,27.906,39.386,26.072,43.04,5.3132,0,0
2024,Marvin Harrison,WR,Ohio St.,Big Ten,75.25,209,9.5,31.875,77.25,4.46,38,15,127,6.85,4.11,4,0,2065,27.485,89.569,83.397,86.658,44.2,5.5413,1,1
2024,Mason McCormick,IOL,South Dakota St.,MVFC,76.25,309,10,33.875,81.625,5.08,35.5,31,117,7.59,4.45,119,1,1780,12.286,67.318,67.025,63.252,53.648,4.9416,0,0
2024,Matt Lee,C,Miami,ACC,75.625,301,9.25,32.125,78.625,5.03,31,27,111,7.41,4.46,237,1,1580,11.169,68.436,66.666,63.176,51.762,3.091,0,0
2024,Marcus Rosemy-Jacksaint,WR,Georgia,SEC,73.125,195,10,33,77.75,4.46,35,12,119,6.89,4.17,300,1,2273,24.777,87.417,88.149,74.455,48.128,0,1,0
2024,Marist Liufau,LB,Notre Dame,FBS Independent,74.125,234,9.875,34.25,79.375,4.64,34,18,118,7.31,4.44,87,1,2077,20.776,83.947,78.304,77.941,57.082,5.1475,1,0
2024,Malik Washington,WR,Virginia,ACC,68.5,191,9.25,30.375,72.875,4.47,42.5,19,126,6.87,4.16,184,1,1216,-5.286,44.701,44.034,50.919,40.077,4.3175,0,0
2024,MarShawn Lloyd,RB,USC,Pac-12,68.75,220,8.75,30.375,73.625,4.46,36,25,118,7.07,4.25,88,1,1723,13.091,69.753,82.697,42.068,66.367,5.1417,0,0
2024,Marcellas Dial,CB,South Carolina,SEC,71.75,190,8.875,32,77.625,4.46,40.5,15,129,6.94,4.19,180,1,1594,6.054,55.105,53.866,54.724,48.937,4.3694,0,0
2024,Marcus Harris,DL,Auburn,SEC,74.375,286,9.625,32,78.25,5.06,29.5,27,103,6.81,4.6,247,1,1585,8.916,67.536,49.076,72.965,65.063,2.4849,0,0
2024,Malachi Corley,WR,Western Kentucky,Conference USA,71,215,9.125,32.125,72.5,4.48,38.5,16,126,6.84,4.09,65,0,1449,-5.151,45.111,48.444,47.364,38.375,5.2679,0,0
2024,Malik Mustapha,S,Wake Forest,ACC,70.125,209,9,30.125,72.5,4.53,37.5,22,128,6.9,4.48,124,1,1397,-1.563,44.613,38.193,52.655,52.027,4.9053,0,0
2024,Maason Smith,DL,LSU,SEC,77.125,306,8.5,35,84.625,5.01,31,27,108,7.62,4.69,48,1,1985,20.874,81.345,97.503,37.119,37.895,5.3519,0,0
2024,Maema Njongmeta,LB,Wisconsin,Big Ten,71.75,229,9.375,32.875,78.25,4.91,34,18,118,7.17,4.66,300,1,1631,6.043,56.339,46.859,61.594,55.885,0,0,0
2024,Dadrion Taylor-Demerson,S,Texas Tech,Big 12,70.375,197,9.625,30.875,74.25,4.41,38,17,123,7.03,5.08,104,1,1562,6.237,62.556,51.102,66.311,59.243,5.0434,0,0
2024,Daequan Hardy,CB,Penn St.,Big Ten,69.375,179,8.125,30,70.875,4.38,42.5,15,126,6.95,4.19,219,1,2000,25.618,85.731,66.931,89.424,64.921,3.6889,1,0
2024,Daijahn Anthony,S,Mississippi,SEC,72,195,9,32.5,76.375,4.55,37,12,116,7.06,5.19,224,1,1737,15.302,75.391,76.693,64.536,49.591,3.5553,0,0
